0.003	0.018	0
0.97	0.981	1
0.057	0.011	0
0.004	0.015	0
0.992	0.167	1
0.009	0.01	0
1	1	1
0.002	0.025	0
0.999	0.996	1
1	0.994	1
0.001	0.019	0
1	0.994	1
0.003	0.092	0
1	0.975	1
1	1	1
0.002	0.044	0
0.047	0.212	1
0.015	0.017	0
0.001	0.033	0
1	0.947	1
0.127	0.017	0
0.053	0.068	0
0.04	0.803	0
0.982	0.936	1
1	0.994	1
1	0.942	1
1	0.993	1
0.012	0.056	0
0.057	0.109	0
0.071	0.016	0
0.056	0.166	0
1	1	1
0.999	1	1
0.001	0.045	0
0.001	0.013	0
0.025	0.04	0
0.077	0.087	0
0.002	0.018	0
0.03	0.634	0
0.993	0.986	1
0.005	0.01	0
0.066	0.043	0
1	0.934	1
0.624	0.048	1
0.01	0.023	0
0.997	0.833	1
0.004	0.017	0
0.004	0.011	0
0.021	0.078	0
0.003	0.012	0
1	0.934	1
0.001	0.031	0
0.001	0.028	0
0.251	0.042	0
0.999	1	1
0.124	0.058	0
1	0.986	1
0	0.018	0
0.993	0.993	1
1	0.96	1
0.73	0.868	1
0	0.015	0
1	0.995	1
0.949	0.177	1
0.975	0.867	1
0.032	0.023	0
0.004	0.031	0
0.982	1	1
1	0.934	1
0.035	0.029	0
0	0.027	0
0.03	0.033	0
0	0.051	0
0.042	0.092	0
0.01	0.037	0
0.003	0.024	0
0.002	0.031	0
1	0.995	1
0.013	0.025	0
0.318	0.066	0
0.062	0.016	0
1	0.944	1
0.999	0.899	1
0.999	1	1
0.251	0.608	1
0.391	0.081	0
0.007	0.011	0
0.003	0.022	0
1	0.993	1
0.342	0.092	1
0.006	0.161	0
0.01	0.011	0
0.971	0.588	1
1	0.934	1
0.574	0.123	0
0.004	0.415	0
0.014	0.025	0
0.032	0.38	0
0.001	0.037	0
0.985	0.971	1
0.022	0.897	1
0.953	0.068	0
0.084	0.077	0
0.005	0.23	0
0.013	0.018	0
0.017	0.29	0
0.004	0.013	0
1	0.934	1
0.001	0.024	0
1	1	1
0.03	0.012	0
0.602	0.878	1
0.007	0.034	0
0.262	0.02	0
0.005	0.012	0
0.909	0.979	1
0.002	0.012	0
1	0.994	1
1	1	1
1	0.959	1
0.003	0.016	0
0.015	0.011	0
1	0.997	1
0.999	0.985	1
0.004	0.011	0
0.008	0.072	0
0.901	0.964	1
0.982	0.225	1
0.001	0.078	0
0.016	0.35	0
0.004	0.016	0
0.297	0.934	1
0.775	0.059	1
0.034	0.794	0
0.85	0.235	1
0.008	0.014	0
0	0.044	0
0.001	0.033	0
1	0.987	1
0.008	0.023	0
0.999	1	1
0.01	0.029	0
1	0.985	1
1	1	1
0.012	0.029	0
0.314	0.029	0
1	0.976	1
0.213	0.144	0
0.001	0.028	0
0.998	0.91	1
1	0.934	1
1	0.993	1
0.25	1	1
0.008	0.012	0
0.004	0.032	0
1	0.997	1
0.002	0.017	0
0.81	0.974	1
0.074	0.347	0
1	0.994	1
0.034	0.017	0
1	1	1
0.003	0.037	0
0.003	0.047	0
0.539	0.092	0
0.037	0.016	0
1	0.995	1
0.002	0.023	0
0.001	0.092	0
0.01	0.046	0
0.023	0.036	0
0.001	0.016	0
0.06	0.012	0
0.895	0.994	1
0.001	0.011	0
0.942	0.513	1
0.751	0.991	1
0.003	0.163	0
0.022	0.013	0
0.997	0.674	1
0.01	0.018	0
0.008	0.108	0
0.04	0.409	0
0.015	0.019	0
0.137	0.011	0
0.002	0.107	0
0.997	0.524	1
0.002	0.013	0
0.031	0.24	1
0.545	0.043	0
0.615	0.848	1
0	0.036	0
0.01	0.035	0
1	0.997	1
0.017	0.011	0
0.542	0.017	0
0.002	0.017	0
0.001	0.018	0
0.001	0.023	0
0.025	0.024	0
0.001	0.031	0
0.013	0.397	0
0.001	0.018	0
1	0.934	1
0.999	0.992	1
0.036	0.011	0
0.993	0.996	1
0.997	0.196	1
0.998	0.995	1
0.002	0.021	0
1	1	1
0.01	0.024	0
1	0.992	1
0.853	0.417	1
0.997	0.987	1
0	0.063	0
0.045	0.022	0
0.702	0.092	0
0.001	0.027	0
0.99	0.985	1
1	0.971	1
0.051	0.027	0
1	0.987	1
0.001	0.054	0
0.498	0.068	0
1	0.997	1
0.027	0.086	0
0.067	0.5	0
0.057	0.037	0
0.013	0.041	0
0.034	0.698	0
0.999	0.988	1
0.024	0.022	0
0.008	0.073	0
0.002	0.025	0
0.012	0.012	0
0.002	0.016	0
0.979	0.805	1
0.009	0.39	0
0.029	0.136	0
0.003	0.011	0
0.019	0.023	0
0.096	0.934	1
0.001	0.015	0
1	0.993	1
0.004	0.023	0
0.988	0.966	1
1	0.992	1
0.007	0.015	0
1	0.956	1
0.017	0.024	0
0.018	0.083	0
0.002	0.018	0
0.999	0.934	1
0.002	0.018	0
0.999	0.988	1
0.032	0.026	0
0.033	0.02	0
0.005	0.015	0
0.002	0.015	0
0.062	0.117	0
0.997	0.996	1
0.269	0.026	1
0.001	0.011	0
0.009	0.023	0
0.03	0.077	0
1	0.976	1
0.001	0.021	0
0.13	0.08	0
1	1	1
1	0.866	1
0.01	0.013	0
0.049	0.201	0
0.001	0.013	0
0.897	0.995	1
0.005	0.052	0
0.005	0.04	0
0.006	0.015	0
0.998	0.34	1
0.003	0.023	0
0.003	0.023	0
1	0.976	1
0.007	0.022	0
0.007	0.255	0
0.998	0.997	1
0.002	0.017	0
0.974	0.997	1
0.376	0.041	0
0.794	0.409	1
0.003	0.255	0
0.005	0.018	0
0.563	0.14	0
0.097	0.394	0
0.01	0.013	0
0.257	0.013	0
0.001	0.01	0
1	0.995	1
1	0.995	1
0.814	1	1
0.621	0.901	1
1	0.985	1
0.007	0.019	0
